autumn olive	Elaeagnus umbellata var. parvifolia (Wall. ex Royle) C.K. Schneid.	336	Shrub or Subshrub
goosegrass	Eleusine indica (L.) Gaertn.	1537	Grass or Grasslike
five-leaf aralia	Eleutherococcus sieboldianus (Makino.) Koidz.	30	Shrub or Subshrub
crested latesummer mint	Elsholtzia ciliata (Thunb.) Hyl.	31	Forbs/Herbs
quackgrass	Elymus repens (L.) Gould	1379	Grass or Grasslike
spiny emex	Emex spinosa (Linnaeus) Campdera	10	Forbs/Herbs
Cupid's-shaving-brush	Emilia fosbergii D.H. Nicols.	45	Forbs/Herbs
lilac tasselflower	Emilia sonchifolia var. sonchifolia (L.) DC.	35	Forbs/Herbs
Epidendrum ×obrienianum	Epidendrum x obrienianum Rolfe [evectum × ibaguense]	4	Forbs/Herbs
aboriginal willowherb	Epilobium billardierianum ssp. cinereum (A. Rich.) P.H. Raven & Engelhorn	4	Forbs/Herbs
hairy willowherb	Epilobium hirsutum L.	188	Forbs/Herbs
helleborine	Epipactis helleborine (L.) Crantz	281	Forbs/Herbs
centipede tongavine	Epipremnum pinnatum (L.) Engl	25	Vines
golden pothos	Epipremnum pinnatum cv. aureum (L.) Engl	0	Vines
stinkgrass	Eragrostis cilianensis (All.) Vign. ex Janchen	1579	Grass or Grasslike
Cuming's lovegrass	Eragrostis cumingii Steud.	19	Grass or Grasslike
weeping lovegrass	Eragrostis curvula (Schrad.) Nees	373	Grass or Grasslike
Lehmann lovegrass	Eragrostis lehmanniana Nees	70	Grass or Grasslike
cutleaf burnweed	Erechtites glomeratus (Desf. ex Poir.) DC.	21	Forbs/Herbs
American burnweed	Erechtites hieraciifolius (L.) Raf. ex DC.	1463	Forbs/Herbs
Australian burnweed	Erechtites minimus (Poir.) DC	28	Forbs/Herbs
tropical burnweed	Erechtites valerianifolius (Spreng.) DC.	4	Forbs/Herbs
Scots heath	Erica cinerea L.	1	Shrub or Subshrub
Spanish heath	Erica lusitanica K. Rudolphi	20	Shrub or Subshrub
crossleaf heath	Erica tetralix L.	11	Shrub or Subshrub
Canadian horseweed	Erigeron canadensis L.	2405	Forbs/Herbs
loquat	Eriobotrya japonica (Thunb.) Lindl	34	Hardwood Trees
tropical cupgrass	Eriochloa fatmensis (Hochst. & Steud.) W.D. Clayton	2	Grass or Grasslike
redstem filaree	Erodium cicutarium (L.) L'Hér. ex Ait.	803	Forbs/Herbs
Indian coralbean	Erythrina variegata L.	0	Hardwood Trees
river redgum	Eucalyptus camaldulensis Dehnhardt	18	Hardwood Trees
Tasmanian bluegum	Eucalyptus globulus Labill.	28	Hardwood Trees
redbox	Eucalyptus polyanthemos Schauer	8	Hardwood Trees
swampmahogany	Eucalyptus robusta Sm.	10	Hardwood Trees
black peppermint	Eucalyptus salicifolia (Sol.) Cav.	2	Hardwood Trees
forest redgum	Eucalyptus tereticornis Sm.	17	Hardwood Trees
father-and-child plant	Euchiton japonicus (Thunb.) A. Anderb.	10	Forbs/Herbs
Surinam cherry	Eugenia uniflora L.	28	Shrub or Subshrub
Eulophia ground orchid	Eulophia graminea Lindl.	11	Forbs/Herbs
winged burning bush	Euonymus alatus (Thunb.) Sieb.	433	Shrub or Subshrub
European spindletree	Euonymus europaeus L.	125	Shrub or Subshrub
winter creeper	Euonymus fortunei (Turcz.) Hand.-Maz.	405	Vines
cypress spurge	Euphorbia cyparissias L.	851	Forbs/Herbs
leafy spurge	Euphorbia esula L.	975	Forbs/Herbs
spotted spurge	Euphorbia maculata (L.) Small	1902	Forbs/Herbs
eggleaf spurge	Euphorbia oblongata Griseb	39	Forbs/Herbs
petty spurge	Euphorbia peplus L.	198	Forbs/Herbs
poinsettia	Euphorbia pulcherrima Willd. ex Klotzsch	1	Hardwood Trees
Geraldton carnation weed	Euphorbia terracina L.	3	Forbs/Herbs
hawk's eye	Euryops multifidus (Thunb.) DC.	4	Shrub or Subshrub
common pearlbrush	Exochorda racemosa (Lindl.) Rehd.	25	Shrub or Subshrub
peacocksplume	Falcataria moluccana (Miquel) Barneby & Grimes	4	Hardwood Trees
Chinese fleecevine	Fallopia baldschuanica (Regel) Holub	31	Shrub or Subshrub
wild buckwheat	Fallopia convolvulus L.	1518	Vines
mulberryweed	Fatoua villosa (Thunb.) Nakai	141	Forbs/Herbs
tall fescue	Festuca arundinacea Schreb.	1436	Grass or Grasslike
meadow fescue	Festuca pratensis Huds.	1360	Grass or Grasslike
red fescue	Festuca rubra L.	646	Grass or Grasslike
sheep fescue	Festuca trachyphylla (Hack.) Krajina nom. illeg.	396	Grass or Grasslike
lesser celandine, fig buttercup	Ficaria verna Huds.	142	Forbs/Herbs
council tree	Ficus altissima Blume	4	Hardwood Trees
edible fig	Ficus carica L.	127	Hardwood Trees
Indian rubberplant	Ficus elastica Roxb.	1	Hardwood Trees
Chinese banyan	Ficus microcarpa L. f.	18	Hardwood Trees
queen-of-the-meadow	Filipendula ulmaria (L.) Maxim.	87	Forbs/Herbs
Chinese parasoltree	Firmiana simplex (L.) W. Wight	86	Shrub or Subshrub
governor's plum	Flacourtia indica (Burm. f.) Merr	6	Shrub or Subshrub
Queensland maple	Flindersia brayleyana F. Muell.	4	Hardwood Trees
fennel	Foeniculum vulgare P. Mill.	240	Forbs/Herbs
beach strawberry	Fragaria chiloensis (L.) P. Mill.	54	Forbs/Herbs
woodland strawberry	Fragaria vesca L.	807	Forbs/Herbs
woodland strawberry	Fragaria vesca ssp. vesca L.	141	Forbs/Herbs
glossy buckthorn	Frangula alnus Mill.	392	Shrub or Subshrub
shamel ash	Fraxinus uhdei (Wenzig) Lingelsh	9	Hardwood Trees
slender snakecotton	Froelichia gracilis (Hook.) Moq.	639	Forbs/Herbs
Mauritius hemp	Furcraea foetida (L.) Haw	6	Shrub or Subshrub
firewheel	Gaillardia pulchella Foug.	1	Forbs/Herbs
goatsrue	Galega officinalis L.	27	Forbs/Herbs
smallflower galinsoga	Galinsoga parviflora Cav.	255	Forbs/Herbs
hairy galinsoga	Galinsoga quadriradiata Cav	836	Forbs/Herbs
smooth bedstraw	Galium mollugo L.	390	Forbs/Herbs
sweetscented bedstraw	Galium odoratum (L.) Scop.	24	Forbs/Herbs
yellow bedstraw	Galium verum L.	284	Forbs/Herbs
purple cudweed	Gamochaeta purpurea (L.) Cabrera	1099	Forbs/Herbs
blue lawngrass	Garnotia stricta Brongn.	4	Grass or Grasslike
nit grass	Gastridium phleoides (Nees & Meyen) C.E. Hubbard	65	Grass or Grasslike
Mediterranean broom	Genista linifolia L.	5	Shrub or Subshrub
French broom	Genista monspessulana (L.) L. Johnson	42	Shrub or Subshrub
Dyer's greenweed	Genista tinctoria L.	29	Shrub or Subshrub
longstalk cranesbill	Geranium columbinum L.	184	Forbs/Herbs
cutleaf geranium	Geranium dissectum L.	307	Forbs/Herbs
Australasian geranium	Geranium homeanum Turcz.	4	Forbs/Herbs
shining geranium	Geranium lucidum L.	23	Forbs/Herbs
dovefoot geranium	Geranium molle L.	38	Forbs/Herbs
herb-robert	Geranium robertianum L.	310	Forbs/Herbs
Thunberg's geranium	Geranium thunbergii Sieb. & Zucc. ex Lindl. & Paxton	14	Forbs/Herbs
herb bennet	Geum urbanum L.	3	Forbs/Herbs
bluehead gilia	Gilia capitata Sims	107	Forbs/Herbs
crowndaisy	Glebionis coronaria (L.) Tzvelev	24	Forbs/Herbs
ground ivy	Glechoma hederacea L.	1345	Forbs/Herbs
waxy mannagrass	Glyceria declinata Brébiss.	42	Grass or Grasslike
kahiliflower	Grevillea banksii R. Br.	4	Hardwood Trees
silkoak	Grevillea robusta A. Cunningham ex R. Br.	17	Hardwood Trees
babysbreath	Gypsophila paniculata L.	229	Forbs/Herbs
garden baby's-breath	Gypsophila scorzonerifolia Ser.	33	Forbs/Herbs
bloodwoodtree	Haematoxylum campechianum L.	2	Hardwood Trees
halogeton	Halogeton glomeratus (Bieb.) C.A. Mey.	125	Forbs/Herbs
Algerian ivy	Hedera canariensis Willd.	7	Vines
English ivy	Hedera helix L.	665	Vines
Atlantic Ivy	Hedera hibernica (Kirchn.) Bean.	1	Vines
white garland-lily	Hedychium coronarium Koenig	20	Forbs/Herbs
cream garland-lily	Hedychium flavescens Carey ex Roscoe	5	Forbs/Herbs
Kahila garland-lily	Hedychium gardnerianum Shepard ex Ker-Gawl.	4	Forbs/Herbs
Texas blueweed	Helianthus ciliaris DC.	142	Forbs/Herbs
prairie sunflower	Helianthus petiolaris Nutt.	703	Forbs/Herbs
strawflower	Helichrysum petiolare Hilliard & Burtt	3	Shrub or Subshrub
white moho	Heliocarpus popayanensis Kunth	4	Hardwood Trees
bristly oxtongue	Helminthotheca echioides (L.) Holub	58	Forbs/Herbs
limpograss	Hemarthria altissima (Poir.) Stapf & C.E. Hubbard	34	Grass or Grasslike
tawny daylily	Hemerocallis fulva (L.) L.	1017	Forbs/Herbs
yellow daylily	Hemerocallis lilioasphodelus L.	76	Forbs/Herbs
giant hogweed	Heracleum mantegazzianum Sommier & Levier	339	Forbs/Herbs
dames rocket	Hesperis matronalis L.	1017	Forbs/Herbs
pearlflower	Heterocentron subtriplinervium (Link & Otto) A. Braun & Bouché	4	Shrub or Subshrub
telegraph weed	Heterotheca grandiflora Nutt.	48	Forbs/Herbs
rose of Sharon	Hibiscus syriacus L.	315	Hardwood Trees
sea hibiscus	Hibiscus tiliaceus L.	1	Forbs/Herbs
Venice mallow	Hibiscus trionum L.	818	Forbs/Herbs
orange hawkweed	Hieracium aurantiacum L.	509	Forbs/Herbs
meadow hawkweed	Hieracium caespitosum Dumort.	574	Forbs/Herbs
Canadian hawkweed	Hieracium canadense Michx.	16	Forbs/Herbs
mouseear hawkweed	Hieracium pilosella L.	241	Forbs/Herbs
kingdevil hawkweed	Hieracium piloselloides Vill.	279	Forbs/Herbs
Barbados lily	Hippeastrum puniceum (Lam.) Kuntze	0	Forbs/Herbs
shortpod mustard	Hirschfeldia incana (L.) Lagrèze-Fossat	54	Forbs/Herbs
common velvetgrass	Holcus lanatus L.	772	Grass or Grasslike
German velvetgrass	Holcus mollis L.	36	Grass or Grasslike
seaside barley	Hordeum marinum Huds.	124	Grass or Grasslike
mouse barley	Hordeum murinum L.	251	Grass or Grasslike
smooth barley	Hordeum murinum ssp. glaucum (Steud.) Tzvelev	113	Grass or Grasslike
leporinum barley	Hordeum murinum ssp. leporinum (Link) Arcang.	179	Grass or Grasslike
chameleon-plant	Houttuynia cordata Thunb.	3	Forbs/Herbs
Japanese hop	Humulus japonicus Siebold & Zucc.	427	Vines
Mexican tulip poppy	Hunnemannia fumariifolia Sweet	2	Forbs/Herbs
Hispanic hyacinthoides	Hyacinthoides hispanica (Mill.) Rothm.	6	Forbs/Herbs
panicled hydrangea	Hydrangea paniculata Sieb.	35	Shrub or Subshrub
hydrilla	Hydrilla verticillata (L. f.) Royle	472	Aquatic Plants
European frog-bit	Hydrocharis morsus-ranae L.	191	Aquatic Plants
whorled pennywort	Hydrocotyle verticillata Thunb.	447	Forbs/Herbs
miramar weed	Hygrophila polysperma (Roxb.) T. Anders.	21	Forbs/Herbs
West Indian marsh grass	Hymenachne amplexicaulis (Rudge) Nees	25	Grass or Grasslike
black henbane	Hyoscyamus niger L.	219	Forbs/Herbs
jaraguagrass	Hyparrhenia rufa (Nees) Stapf	20	Grass or Grasslike
Aaron's beard	Hypericum calycinum L.	4	Shrub or Subshrub
Canary Island St. Johnswort	Hypericum canariense L.	7	Shrub or Subshrub
common St. Johnswort	Hypericum perforatum L.	1333	Forbs/Herbs
smooth cat's ear	Hypochaeris glabra L.	179	Forbs/Herbs
hairy cat's ear	Hypochaeris radicata L.	567	Forbs/Herbs
English holly	Ilex aquifolium L.	51	Hardwood Trees
Chinese holly	Ilex cornuta Lindl. & Paxton	23	Hardwood Trees
Japanese holly	Ilex crenata Thunb.	31	Hardwood Trees
Himalayan balsam	Impatiens glandulifera Royle	142	Forbs/Herbs
cogongrass	Imperata cylindrica (L.) Beauv.	249	Grass or Grasslike
anil de pasto	Indigofera suffruticosa P. Mill.	57	Shrub or Subshrub
elecampane	Inula helenium L.	333	Forbs/Herbs
moonflower	Ipomoea alba L.	39	Vines
swamp morning-glory	Ipomoea aquatica Forssk.	18	Vines
gloria de la manana	Ipomoea carnea ssp. fistulosa (Mart. ex Choisy) D. Austin	19	Shrub or Subshrub
red morning-glory	Ipomoea coccinea L.	437	Vines
tievine	Ipomoea cordatotriloba var. cordatotriloba Dennst.	238	Vines
ivyleaf morning-glory	Ipomoea hederacea Jacq.	986	Vines
pitted morning-glory	Ipomoea lacunosa L.	782	Vines
tall morning-glory	Ipomoea purpurea (L.) Roth	908	Vines
yellow iris	Iris pseudacorus L.	626	Aquatic Plants
Dyer's woad	Isatis tinctoria L.	160	Forbs/Herbs
tansy ragwort	Jacobaea vulgaris Gaertn.	127	Forbs/Herbs
smallflower morningglory	Jacquemontia tamnifolia (L.) Griseb.	254	Vines
Gold Coast jasmine	Jasminum dichotomum Vahl	10	Vines
Brazilian jasmine	Jasminum fluminense Vell.	12	Vines
star jasmine	Jasminum multiflorum (Burm. f.) Andr.	9	Vines
Arabian jasmine	Jasminum sambac (L.) Ait.	6	Vines
swordleaf rush	Juncus ensifolius Wikstr.	314	Grass or Grasslike
broadleaf rush	Juncus planifolius R. Br.	8	Grass or Grasslike
eastern redcedar	Juniperus virginiana L.	2284	Conifer Trees
chandelier plant	Kalanchoe delagoensis Ecklon & Zeyh.	27	Forbs/Herbs
cathedral bells	Kalanchoe pinnata (Lam.) Pers.	24	Shrub or Subshrub
castor aralia	Kalopanax septemlobus (Thunb.) Koidz	6	Hardwood Trees
Japanese rose	Kerria japonica (L.) DC.	41	Shrub or Subshrub
redhot poker	Kniphofia uvaria (L.) Oken	6	Forbs/Herbs
flamegold	Koelreuteria elegans ssp. formosana (Hayata) F.G. Mey.	36	Hardwood Trees
goldenrain tree	Koelreuteria paniculata Laxm.	102	Hardwood Trees
Korean lespedeza	Kummerowia stipulacea (Maxim.) Makino	690	Forbs/Herbs
common lespedeza	Kummerowia striata (Thunb.) Schindl.	784	Forbs/Herbs
burgan	Kunzea ericoides (A. Rich.) J. Thomp.	0	Hardwood Trees
green kyllinga	Kyllinga brevifolia Rottb.	159	Grass or Grasslike
false green kyllinga	Kyllinga gracillima Miq.	113	Grass or Grasslike
white kyllinga	Kyllinga nemoralis (J.R. Forst. & G. Forst.) Dandy ex Hutch. & Dalziel	4	Grass or Grasslike
tall lettuce	Lactuca canadensis L.	1685	Forbs/Herbs
lettuce	Lactuca sativa L.	95	Forbs/Herbs
prickly lettuce	Lactuca serriola L.	1817	Forbs/Herbs
lettuce	Lactuca spp. N/A	0	Forbs/Herbs
blue lettuce	Lactuca tatarica (L.) C.A. Mey.	543	Forbs/Herbs
crapemyrtle	Lagerstroemia indica L.	167	Hardwood Trees
henbit	Lamium amplexicaule L.	1506	Forbs/Herbs
yellow archangel	Lamium galeobdolon (L.) Crantz	54	Forbs/Herbs
spotted deadnettle	Lamium maculatum L.	140	Forbs/Herbs
purple deadnettle	Lamium purpureum L.	925	Forbs/Herbs
dotted duckmeat	Landoltia punctata (G.F.W. Mey.) D.H. Les & D.J. Crawford	275	Forbs/Herbs
largeleaf lantana	Lantana camara L.	200	Shrub or Subshrub
weeping lantana	Lantana montevidensis (Spreng.) Briq.	49	Shrub or Subshrub
nipplewort	Lapsana communis L.	295	Forbs/Herbs
everlasting peavine	Lathyrus latifolius L.	846	Vines
flat peavine	Lathyrus sylvestris L.	5	Forbs/Herbs
common duckweed	Lemna minor L.	1243	Aquatic Plants
lesser hawkbit	Leontodon saxatilis ssp. saxatilis L.	107	Forbs/Herbs
lesser hawkbit	Leontodon taraxacoides ssp. taraxacoides L.	5	Forbs/Herbs
motherwort	Leonurus cardiaca L.	1006	Forbs/Herbs
hairy whitetop	Lepidium appelianum Al-Shehbaz	165	Forbs/Herbs
field pepperweed	Lepidium campestre (L.) Ait. f.	972	Forbs/Herbs
orbicular whitetop	Lepidium chalepense L.	176	Forbs/Herbs
hoary cress	Lepidium draba (L.) Desv	591	Forbs/Herbs
perennial pepperweed	Lepidium latifolium L.	287	Forbs/Herbs
clasping pepperweed	Lepidium perfoliatum L.	338	Forbs/Herbs
Virginia pepperweed	Lepidium virginicum L.	1963	Forbs/Herbs
broom teatree	Leptospermum scoparium J.R. & G. Forst.	4	Hardwood Trees
lepyrodiclis	Lepyrodiclis holosteoides (C.A. Mey.) Fenzl ex Fisch. & C.A. Mey.	3	Forbs/Herbs
shrubby lespedeza	Lespedeza bicolor Turcz.	669	Shrub or Subshrub
sericea lespedeza	Lespedeza cuneata (Dum.-Cours.) G. Don	1224	Shrub or Subshrub
Thunberg lespedeza	Lespedeza thunbergii (DC.) Nakai	61	Forbs/Herbs
white leadtree	Leucaena leucocephala (Lam.) de Wit	50	Hardwood Trees
oxeye daisy	Leucanthemum vulgare Lam.	1741	Forbs/Herbs
summer snowflake	Leucojum aestivum L.	71	Forbs/Herbs
Amur privet	Ligustrum amurense Carrière	31	Shrub or Subshrub
Japanese privet	Ligustrum japonicum Thunb.	185	Shrub or Subshrub
glossy privet	Ligustrum lucidum W.T. Aiton	182	Shrub or Subshrub
border privet	Ligustrum obtusifolium Sieb. & Zucc.	275	Shrub or Subshrub
Border Privet	Ligustrum obtusifolium var. obtusifolium Sieb.& Zucc.	0	Shrub or Subshrub
California privet	Ligustrum ovalifolium Hassk.	71	Shrub or Subshrub
waxyleaf privet	Ligustrum quihoui Carr.	24	Shrub or Subshrub
Chinese privet	Ligustrum sinense Lour.	840	Shrub or Subshrub
European privet	Ligustrum vulgare L.	436	Shrub or Subshrub
limnophila	Limnophila sessiliflora (Vahl) Blume	22	Forbs/Herbs
Dalmatian toadflax	Linaria dalmatica (L.) P. Mill.	385	Forbs/Herbs
broomleaf toadflax	Linaria genistifolia (L.) P. Mill.	63	Forbs/Herbs
yellow toadflax	Linaria vulgaris P. Mill.	1362	Forbs/Herbs
pale flax	Linum bienne Mill.	18	Forbs/Herbs
monkeygrass	Liriope muscari (Dcne.) Bailey	22	Forbs/Herbs
creeping liriope	Liriope spicata (Thunb.) Lour.	22	Forbs/Herbs
fountain palm	Livistona chinensis (Jacq.) R. Br. ex Mart.	14	Hardwood Trees
Chinese lobelia	Lobelia chinensis Lour.	2	Forbs/Herbs
sweet alyssum	Lobularia maritima (L.) Desv.	157	Forbs/Herbs
perennial ryegrass	Lolium perenne L.	1597	Grass or Grasslike
ryegrass	Lolium spp. L.	0	Grass or Grasslike
Italian woodbine	Lonicera caprifolium L.	5	Vines
Etruscan honeysuckle	Lonicera etrusca Santi	9	Vines
sweet breath of spring	Lonicera fragrantissima Lindl. & Paxton	90	Shrub or Subshrub
Japanese honeysuckle	Lonicera japonica Thunb.	1710	Vines
Amur honeysuckle	Lonicera maackii (Rupr.) Herder	599	Shrub or Subshrub
Morrow's honeysuckle	Lonicera morrowii Gray	611	Shrub or Subshrub
woodbine	Lonicera periclymenum L.	8	Vines
Standish's honeysuckle	Lonicera standishii Jacques	17	Shrub or Subshrub
Tatarian honeysuckle	Lonicera tatarica L.	645	Shrub or Subshrub
showy fly honeysuckle, Bell's honeysuckle	Lonicera x bella Zabel [morrowii × tatarica]	431	Shrub or Subshrub
dwarf honeysuckle	Lonicera xylosteum L.	115	Shrub or Subshrub
vinegartree	Lophostemon confertus (R. Br.) P.G. Wilson & Waterhouse	4	Hardwood Trees
birdsfoot trefoil	Lotus corniculatus L.	939	Forbs/Herbs
big trefoil	Lotus pedunculatus Cav.	3	Forbs/Herbs
hairy bird's-foot trefoil	Lotus subbiflorus Lag.	2	Forbs/Herbs
water primrose	Ludwigia grandiflora ssp. hexapetala (Hook. & Arn.) Nesom & Kartesz	70	Forbs/Herbs
longfruited primrose-willow	Ludwigia octovalvis (Jacq.) Raven	148	Shrub or Subshrub
waterpurslane	Ludwigia palustris (L.) Ell.	1469	Forbs/Herbs
creeping waterprimrose	Ludwigia peploides (Kunth) Raven	577	Forbs/Herbs
floating primrose-willow	Ludwigia peploides ssp. montevidensis (Spreng.) P.H. Raven	13	Forbs/Herbs
primrose-willow	Ludwigia peruviana (L.) Hara	68	Forbs/Herbs
Uruguay waterprimrose	Ludwigia uruguayensis Camb.) Hara	4	Shrub or Subshrub
black mangrove	Lumnitzera racemosa Willd.	1	Shrub or Subshrub
annual honesty	Lunaria annua L.	248	Forbs/Herbs
watergrass	Luziola subintegra Swallen	3	Grass or Grasslike
oakforest woodrush	Luzula luzuloides (Lam.) Dandy & Wilmott	16	Grass or Grasslike
Japanese climbing fern	Lygodium japonicum (Thunb. ex Murr.) Sw.	363	Vines
old world climbing fern	Lygodium microphyllum (Cav.) R. Br.	38	Vines
creeping yellow loosestrife, creeping Jenney	Lysimachia nummularia L.	947	Forbs/Herbs
garden loosestrife	Lysimachia vulgaris L.	139	Forbs/Herbs
hyssop loosestrife	Lythrum hyssopifolia L.	91	Forbs/Herbs
purple loosestrife	Lythrum salicaria L.	1390	Aquatic Plants
European wand loosestrife	Lythrum virgatum L.	6	Forbs/Herbs
catclaw-vine	Macfadyena unguis-cati (L.) A.H. Gentry	46	Vines
osage-orange	Maclura pomifera (Raf.) Schneid.	1027	Hardwood Trees
wild bushbean	Macroptilium lathyroides (L.) Urb.	41	Forbs/Herbs
swordfern	Macrothelypteris torresiana (Gaud.) Ching	195	Forbs/Herbs
coast tarweed	Madia sativa Molina	92	Forbs/Herbs
leatherleaf mahonia	Mahonia bealei (Fortune) Carr.	59	Shrub or Subshrub
Oregon grape	Mahonia nervosa (Pursh) Nutt	77	Shrub or Subshrub
Siberian crabapple	Malus baccata (L.) Borkh.	56	Hardwood Trees
Japanese flowering crabapple	Malus floribunda Sieb. Ex Van Houtte	20	Hardwood Trees
plumleaf crabapple	Malus prunifolia (Willd.) Borkh.	34	Hardwood Trees
paradise apple	Malus pumila P. Mill.	709	Hardwood Trees
European crabapple	Malus sylvestris P. Mill.	1	Hardwood Trees
common mallow	Malva neglecta Wallr.	1174	Forbs/Herbs
little mallow	Malva parviflora L.	186	Forbs/Herbs
threelobe false mallow	Malvastrum coromandelianum (L.) Garcke	78	Forbs/Herbs
mazapan	Malvaviscus penduliflorus DC.	31	Shrub or Subshrub
mango	Mangifera indica L.	15	Hardwood Trees
cassava	Manihot esculenta Crantz	5	Shrub or Subshrub
ceara rubbertree	Manihot glaziovii Muell.-Arg.	4	Hardwood Trees
sapodilla	Manilkara zapota (L.) van Royen	6	Hardwood Trees
white horehound	Marrubium vulgare L.	760	Shrub or Subshrub
dwarf waterclover	Marsilea minuta L.	8	Forbs/Herbs
European water-clover	Marsilea quadrifolia L.	167	Aquatic Plants
pineapple-weed	Matricaria discoidea DC.	1138	Forbs/Herbs
black medic	Medicago lupulina L.	1953	Forbs/Herbs
California burclover	Medicago polymorpha L.	327	Vines
guineagrass	Megathyrsus maximus (Jacq.) R. Webster	90	Grass or Grasslike
melaleuca	Melaleuca quinquenervia (Cav.) Blake	34	Hardwood Trees
Asian melastome	Melastoma candidum D. Don	3	Hardwood Trees
chinaberry	Melia azedarach L.	701	Hardwood Trees
annual yellow sweetclover	Melilotus indicus (L.) All.	337	Forbs/Herbs
yellow sweet-clover	Melilotus officinalis (L.) Lam.	2402	Forbs/Herbs
molassesgrass	Melinis minutiflora Beauv.	13	Grass or Grasslike
natalgrass	Melinis repens (Willd.) Zizka	88	Grass or Grasslike
lemon balm	Melissa officinalis L.	237	Forbs/Herbs
hierba del soldado	Melochia umbellata (Houtt.) Stapf	4	Hardwood Trees
pennyroyal	Mentha pulegium L.	92	Forbs/Herbs
spearmint	Mentha spicata L.	769	Forbs/Herbs
peppermint	Mentha x piperita L. (pro sp.)	754	Forbs/Herbs
apple-mint	Mentha x villosa Huds. (pro sp.) [spicata × suaveolens]	95	Forbs/Herbs
Spanish arborvine	Merremia tuberosa (L.) Rendle	9	Vines
crystalline iceplant	Mesembryanthemum crystallinum L.	16	Forbs/Herbs
slenderleaf iceplant	Mesembryanthemum nodiflorum L.	18	Forbs/Herbs
miconia	Miconia calvescens DC.	4	Shrub or Subshrub
weeping grass	Microlaena stipoides Labill.	4	Grass or Grasslike
Japanese stiltgrass	Microstegium vimineum (Trin.) A. Camus	992	Grass or Grasslike
thoroughwort pennycress	Microthlaspi perfoliatum (L.) F.K. Mey.	292	Forbs/Herbs
mile-a-minute	Mikania micrantha Kunth	8	Vines
giant sensitiveplant	Mimosa diplotricha C. Wright ex Sauvalle	1	Shrub or Subshrub
catclaw mimosa	Mimosa pigra L.	11	Shrub or Subshrub
shameplant	Mimosa pudica var. unijuga (Duchass. & Walp.) Griseb.	4	Forbs/Herbs
common four-o'clock	Mirabilis jalapa L.	187	Forbs/Herbs
wild four-o'clock	Mirabilis nyctaginea (Michx.) MacM.	1113	Forbs/Herbs
Chinese silvergrass	Miscanthus sinensis Anderss.	354	Grass or Grasslike
balsamapple	Momordica charantia L.	46	Vines
treedaisy	Montanoa hibiscifolia (Benth.) Standl.	4	Hardwood Trees
firetree	Morella faya (Ait.) Wilbur	4	Hardwood Trees
white mulberry	Morus alba L.	1364	Hardwood Trees
miniature beefsteakplant	Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.	35	Forbs/Herbs
marsh dayflower	Murdannia keisak (Hassk.) Hand.-Maz.	264	Forbs/Herbs
Chinese box	Murraya exotica L.	6	Hardwood Trees
common grape hyacinth	Muscari botryoides (L.) P. Mill.	299	Forbs/Herbs
starch grape hyacinth	Muscari neglectum Guss. ex Ten.	264	Forbs/Herbs
wall lettuce	Mycelis muralis (L.) Dumort.	68	Forbs/Herbs
ngaio tree	Myoporum laetum G. Forst.	15	Hardwood Trees
changing forget-me-not	Myosotis discolor Pers.	15	Forbs/Herbs
broadleaf forget-me-not	Myosotis latifolia Poir.	16	Forbs/Herbs
true forget-me-not	Myosotis scorpioides L.	553	Forbs/Herbs
woodland forget-me-not	Myosotis sylvatica Ehrh. ex Hoffmann	122	Forbs/Herbs
giant chickweed	Myosoton aquaticum (L.) Moench	326	Aquatic Plants
parrotfeather	Myriophyllum aquaticum (Vell.) Verdc.	629	Aquatic Plants
Eurasian water-milfoil	Myriophyllum spicatum L.	940	Aquatic Plants
watermilfoil	Myriophyllum spp. N/A	14	Forbs/Herbs
brittleleaf naiad	Najas minor All.	420	Aquatic Plants
sacred bamboo	Nandina domestica Thunb.	320	Shrub or Subshrub
onerow yellowcress	Nasturtium microphyllum Boenn. ex Rchb.	62	Forbs/Herbs
watercress	Nasturtium officinale R. Brown	1222	Aquatic Plants
perennial soybean	Neonotonia wightii (Wight & Arn.)	4	Vines
catnip	Nepeta cataria L.	1337	Forbs/Herbs
Asian swordfern	Nephrolepis brownii (Desv.) Hovenkamp & Miyam.	27	Forbs/Herbs
narrow swordfern	Nephrolepis cordifolia (L.) C. Presl	45	Forbs/Herbs
fishtail swordfern	Nephrolepis falcata (Cav.) C. Christens.	13	Forbs/Herbs
oleander	Nerium oleander L.	64	Hardwood Trees
burmareed	Neyraudia reynaudiana (Kunth) Keng ex A.S. Hitchc.	13	Grass or Grasslike
apple-of-Peru	Nicandra physalodes (L.) Gaertn.	295	Forbs/Herbs
tree tobacco	Nicotiana glauca Graham	79	Hardwood Trees
crested floating heart	Nymphoides cristata (Roxb.) O. Ktze.	14	Aquatic Plants
yellow floating heart	Nymphoides peltata (S.G. Gmel.) Kuntze	85	Aquatic Plants
Java waterdropwort	Oenanthe javanica (Blume) DC.	2	Forbs/Herbs
redsepal evening-primrose	Oenothera glazioviana Micheli	74	Forbs/Herbs
cutleaf evening-primrose	Oenothera laciniata Hill	1367	Forbs/Herbs
olive	Olea europaea L.	29	Hardwood Trees
African olive	Olea europaea ssp. cuspidata (Wall. ex G. Don) Ciferri	4	Hardwood Trees
